# Hubbard model DMRG. L=5, N=5, nmax=4
# NOTE: Different DMRG settings have been used for MI and SF. Check the code.
# J; μ; E; n_variance; <a_i>; Γ; eΓ; C; eC; Re(D); Im(D) where D=FT(C) [calculated 2025-02-13T11:56:27.660 @site  i=3]
0.2955263157894737; 0.118; -1.7669206219056406; 0.37591143729908616; 1.0260089930027219e-12; [0.8711957354155504]; [3.199062670176123e-8]; [-0.14736937318320348, -0.1036899155804227, -0.08556023956129033, -0.07837108863208135]; [0.006877037310587968, 0.0547053439599077, 0.05948700514842511, 0.060517380836413164]; 0.08334895267876931; -0.07627762432841846 # MI
0.2955263157894737; 0.123; -1.7919206219026833; 0.37591143667208726; 2.089436554407012e-11; [0.8711957351591686]; [3.214621721208394e-8]; [-0.14736937317343993, -0.10368991552723675, -0.08556023936969638, -0.07837108858314157]; [0.0068770371581656125, 0.05470534399778206, 0.059487005340639956, 0.060517380834896016]; 0.08334895249887853; -0.07627762444703146 # MI
0.2955263157894737; 0.128; -1.816920621899679; 0.3759114361361764; -6.236967109499073e-11; [0.8711957349365164]; [3.231568255095942e-8]; [-0.14736937318194995, -0.10368991548154995, -0.08556023917520732, -0.07837108853479399]; [0.006877036968321813, 0.0547053440467213, 0.05948700555295972, 0.060517380846802867]; 0.08334895231688264; -0.07627762458857001 # MI
0.29736842105263156; 0.033; -1.3729152881092683; 0.38256002587170035; -0.322985133828526; [0.7627092292271755]; [9.113203586128564e-5]; [-0.1363212346384481, -0.09909108350361735, -0.08389579698947895, -0.07822987804155562]; [0.009124922073960047, 0.04693120213753473, 0.05060690852464378, 0.050965904616684224]; 0.08173955608639706; -0.06417972854926933 # SF
0.29736842105263156; 0.038; -1.3877402724269225; 0.38744963819551126; 0.47094037870939404; [0.8075702860898469]; [5.122123669733501e-5]; [-0.13394214249861627, -0.09402141831589901, -0.07757182446664185, -0.07121680069354755]; [0.007983019384099333, 0.05013487360391545, 0.05431918541027085, 0.05501450381811094]; 0.07542424953659882; -0.06932417373134579 # SF
0.29736842105263156; 0.043; -1.4153843134964685; 0.37965715788740284; 0.18486450612926175; [0.7507565194610668]; [6.4139286562421425e-6]; [-0.1385918789022042, -0.10206772616607243, -0.08720978050289259, -0.08174357582411106]; [0.009509736195537384, 0.046108873653438444, 0.049636256567892854, 0.04988788446965575]; 0.08504131957434694; -0.06279923042292235 # SF
0.29736842105263156; 0.048; -1.4331926010352618; 0.38726951738380944; -0.46191220435476327; [0.7966444314273338]; [0.00015988844717610182]; [-0.1336737553377175, -0.09440397567385443, -0.07824181173980042, -0.07204156808056496]; [0.008217217835736203, 0.04935284866982454, 0.053435139862321235, 0.05406003381621905]; 0.07610384508530332; -0.06811557491000829 # SF
0.29736842105263156; 0.053; -1.4558389657543602; 0.37852011814867814; -0.08337919028673904; [0.7466655255614119]; [1.4471218752641866e-8]; [-0.13953217967989212, -0.10325140073773764, -0.0885129034767676, -0.08311511292431731]; [0.009653470736368793, 0.045827719083284285, 0.049299610819889234, 0.049515279204471886]; 0.08633878385774987; -0.0623188902990993 # SF
0.29736842105263156; 0.058; -1.4792206424636083; 0.3779296194421713; -6.341883970352496e-10; [0.8735893188184568]; [3.072372372862205e-8]; [-0.14801896040225485, -0.10423129462445915, -0.0860418156021729, -0.0788270971443677]; [0.00694058400594392, 0.05484409587881398, 0.05965447306186092, 0.0606940815974231]; 0.08383489285705929; -0.07649687994219997 # MI
0.29736842105263156; 0.063; -1.5042206424613163; 0.37792961898907484; 1.9508269748079104e-10; [0.8735893186103603]; [3.0810730559229254e-8]; [-0.14801896041605253, -0.10423129459372453, -0.08604181544541425, -0.07882709710246878]; [0.006940583874231855, 0.05484409592043801, 0.059654473241865874, 0.06069408161815283]; 0.08383489271405782; -0.07649688006924565 # MI
0.29736842105263156; 0.068; -1.5292206424586912; 0.3779296181706173; 1.782865475932139e-10; [0.8735893181436309]; [3.0957201894047304e-8]; [-0.14801896039116433, -0.10423129453090539, -0.0860418152518761, -0.07882709702482277]; [0.006940583818687786, 0.05484409595757961, 0.05965447342441686, 0.060694081639879736]; 0.08383489253834522; -0.07649688019625603 # MI
0.29736842105263156; 0.073; -1.5542206424559648; 0.3779296176289648; 3.27194131292809e-10; [0.8735893179475691]; [3.093363127353443e-8]; [-0.14801896039490584, -0.10423129449661535, -0.08604181507669793, -0.07882709698636274]; [0.006940583678281567, 0.054844095989636785, 0.05965447361567107, 0.06069408164445439]; 0.0838348923796105; -0.07649688031920403 # MI
0.29736842105263156; 0.078; -1.5792206424533068; 0.37792961731939867; 3.008720191665746e-11; [0.8735893180002048]; [3.136360352698829e-8]; [-0.14801896040150953, -0.10423129444123551, -0.08604181490948658, -0.07882709698047738]; [0.006940583389440996, 0.054844096042809064, 0.059654473786599306, 0.060694081602019584]; 0.08383489219930845; -0.07649688039681472 # MI
0.29736842105263156; 0.083; -1.6042206424503025; 0.37792961658064894; 4.602604993340828e-10; [0.873589317548332]; [3.1235099152698074e-8]; [-0.14801896041193968, -0.10423129440726621, -0.08604181470182189, -0.07882709689947456]; [0.006940583310007095, 0.05484409608574082, 0.05965447402474012, 0.06069408165951129]; 0.0838348920256306; -0.07649688058586825 # MI
0.29736842105263156; 0.088; -1.6292206424477795; 0.3779296160999661; -2.141643754137676e-11; [0.8735893174293445]; [3.159028067991952e-8]; [-0.14801896040082738, -0.10423129434666874, -0.08604181453497567, -0.0788270968722152]; [0.006940583113757591, 0.054844096129265676, 0.05965447418231355, 0.06069408163125025]; 0.08383489185348228; -0.07649688066367644 # MI
0.29736842105263156; 0.093; -1.6542206424449448; 0.37792961568916517; -4.2698969951596355e-11; [0.8735893173564503]; [3.187019409429648e-8]; [-0.1480189604122118, -0.1042312942987808, -0.08604181435466109, -0.07882709684664556]; [0.006940582871651887, 0.054844096181503044, 0.059654474377323616, 0.06069408161767778]; 0.08383489167324604; -0.0764968807766603 # MI
0.29736842105263156; 0.098; -1.6792206424420941; 0.37792961500825606; 5.586368566614847e-12; [0.8735893170275414]; [3.195354559265062e-8]; [-0.14801896040358356, -0.1042312942478729, -0.08604181416340022, -0.07882709678776945]; [0.006940582756741619, 0.05484409622018894, 0.05965447457250597, 0.06069408163083545]; 0.08383489149818739; -0.07649688090694627 # MI
0.29736842105263156; 0.103; -1.704220642439184; 0.37792961442011563; 6.524016960289607e-11; [0.8735893168087211]; [3.2212222564468416e-8]; [-0.14801896039752852, -0.10423129418926476, -0.086041813972105, -0.07882709674286162]; [0.006940582575082032, 0.054844096267560274, 0.059654474764473456, 0.06069408162453945]; 0.08383489131175972; -0.07649688102188892 # MI
0.29736842105263156; 0.108; -1.7292206424362568; 0.3779296137843242; -3.1302577560155213e-11; [0.8735893165137886]; [3.227182845550517e-8]; [-0.14801896039637583, -0.10423129414299157, -0.08604181378041748, -0.07882709668776453]; [0.006940582441540524, 0.05484409630855746, 0.05965447496732616, 0.06069408163939912]; 0.08383489113662759; -0.07649688115866554 # MI
0.29736842105263156; 0.113; -1.7542206424176339; 0.37792961030328587; 1.4437841516128992e-10; [0.8735893153601457]; [3.287430896552406e-8]; [-0.14801896035576204, -0.10423129376772255, -0.08604181272658912, -0.07882709644457529]; [0.006940581430861042, 0.054844096624983796, 0.059654476000186474, 0.060694081578163216]; 0.08383489006816348; -0.07649688175017341 # MI
0.29736842105263156; 0.118; -1.7792206424301815; 0.3779296124780347; 1.7890369724360103e-10; [0.8735893159019852]; [3.242260616141427e-8]; [-0.1480189603951728, -0.10423129404650071, -0.08604181338464195, -0.07882709657236153]; [0.006940582162040519, 0.05484409639566116, 0.05965447538670684, 0.06069408167251734]; 0.08383489077440896; -0.07649688144319124 # MI
0.29736842105263156; 0.123; -1.8042206424179463; 0.3779296103507841; 5.033543626953691e-10; [0.8735893154187668]; [3.311417167641869e-8]; [-0.14801896034017947, -0.10423129378423358, -0.08604181269939376, -0.07882709645434147]; [0.006940581381599511, 0.054844096580655144, 0.05965447602209473, 0.06069408155336741]; 0.08383489006131706; -0.07649688175175529 # MI
0.29736842105263156; 0.128; -1.8292206424239152; 0.37792961122400626; 2.4368235217567573e-10; [0.8735893154047738]; [3.2753880361795074e-8]; [-0.14801896038723614, -0.10423129393646706, -0.08604181298607701, -0.07882709647336632]; [0.006940581817517797, 0.0548440964870918, 0.05965447579616054, 0.06069408167414299]; 0.08383489039598783; -0.07649688169938755 # MI
0.2992105263157895; 0.033; -1.3850532833617961; 0.38154285055585735; 0.2268703740502954; [0.7551141033298518]; [4.881078806308617e-5]; [-0.13839119393831023, -0.10164235656991169, -0.08665564980569693, -0.08111832680974798]; [0.009475981491428935, 0.0463798964853132, 0.04997688633557056, 0.05026716233058027]; 0.08450411482653948; -0.06327869870596294 # SF
0.2992105263157895; 0.038; -1.4007186455359755; 0.3883276894308445; -0.45780720597369023; [0.7955570630648903]; [8.503440498524365e-5]; [-0.1341391827745699, -0.09493226218223257, -0.0788074411338459, -0.07263272874689877]; [0.008361612770283071, 0.04928777367996199, 0.053345593526959, 0.05395209332308398]; 0.07666233796084208; -0.06797404590532188 # SF
0.2992105263157895; 0.043; -1.4261360714493947; 0.3801301941611651; -0.1328874525341029; [0.7497952955126346]; [4.006255802581848e-6]; [-0.1395711069638219, -0.10310421971809794, -0.08826803942599099, -0.08282347406330774]; [0.009649118372713648, 0.04605618409033879, 0.04957389488412672, 0.049809040579248766]; 0.08609970490521507; -0.06269069403041197 # SF
0.2992105263157895; 0.048; -1.445866315827727; 0.38276510600698843; 0.28051872005006256; [0.759783986303084]; [1.9899462491758758e-5]; [-0.13754603974395158, -0.10048177030431707, -0.08535820133535191, -0.07974659857137469]; [0.009323691945873984, 0.04675092219060155, 0.05039673354040684, 0.050720096515202436]; 0.08320057729864583; -0.06385994596738348 # SF
0.2992105263157895; 0.053; -1.466351696091767; 0.3818973373599581; 0.2426485318753286; [0.7563402745075589]; [1.6064730325766717e-7]; [-0.13819020351833938, -0.10133189558800944, -0.08630624736859635, -0.08075136018783806]; [0.009437442683708963, 0.04651114455235893, 0.05011421666361705, 0.050407877622505454]; 0.08414578248461592; -0.0634594406674354 # SF
0.2992105263157895; 0.058; -1.4872092827716281; 0.38473968714484463; -0.35343325397977876; [0.768859229075883]; [1.4495966559239185e-5]; [-0.1361190014068285, -0.09850710275884597, -0.08312650926264666, -0.07736337900921511]; [0.00905894204925653, 0.04739450616308761, 0.05114826365472331, 0.051551904079250636]; 0.08097499532691836; -0.0649204035787992 # SF
0.2992105263157895; 0.063; -1.5165417387531532; 0.37996182977333715; -0.027563852903475006; [0.8758472505197301]; [2.1766953409725064e-6]; [-0.14862098379322966, -0.10473334649387946, -0.08648747399669006, -0.07924900392358228]; [0.007003579166215607, 0.05497260623831104, 0.05981079366444963, 0.06085888844067056]; 0.08428519474268653; -0.07670132827238113 # SF
0.2992105263157895; 0.068; -1.5415505449960705; 0.37993046201632086; 1.4997081472373963e-11; [0.8759566944472092]; [3.1344313999077886e-8]; [-0.14866155145796536, -0.10476753550862687, -0.08651913589253887, -0.07927926460372732]; [0.007002814573620926, 0.054980476789610704, 0.059819254589715355, 0.06086794633779267]; 0.08431658208620232; -0.07671261620045884 # MI
0.2992105263157895; 0.073; -1.5665505449933104; 0.37993046132683994; -2.227736360919283e-12; [0.8759566940955694]; [3.132306648736688e-8]; [-0.14866155145569293, -0.1047675354667615, -0.0865191357066777, -0.07927926454220688]; [0.0070028144880768745, 0.054980476826738116, 0.05981925478827187, 0.06086794636335078]; 0.08431658192168077; -0.07671261634144565 # MI
0.2992105263157895; 0.078; -1.591550544990489; 0.3799304609853562; 3.1141232974798175e-11; [0.875956694061695]; [3.164808520387842e-8]; [-0.148661551479258, -0.10476753542007278, -0.08651913552580516, -0.07927926451977377]; [0.007002814211441695, 0.054980476890354714, 0.059819254993302394, 0.060867946354006136]; 0.08431658173723004; -0.07671261646406378 # MI
0.2992105263157895; 0.083; -1.6165505449876552; 0.37993046021669996; 5.683606926272015e-12; [0.8759566936585965]; [3.166405320119248e-8]; [-0.14866155146667256, -0.10476753536890834, -0.08651913533336968, -0.07927926445153072]; [0.0070028141411001225, 0.054980476927024236, 0.059819255188270394, 0.06086794637660583]; 0.08431658156513094; -0.07671261660003435 # MI
0.2992105263157895; 0.088; -1.6415505449847227; 0.37993045978449347; 1.8429276086510517e-10; [0.8759566936064351]; [3.2090541576489766e-8]; [-0.14866155147045873, -0.10476753530533846, -0.08651913514619591, -0.0792792644287058]; [0.0070028138683336065, 0.05498047698710048, 0.05981925537815213, 0.06086794634699873]; 0.08431658136815837; -0.07671261669799553 # MI
0.2992105263157895; 0.093; -1.6665505449818268; 0.3799304590755559; 1.222175487822181e-10; [0.875956693204364]; [3.199224114933187e-8]; [-0.14866155147603524, -0.10476753526832981, -0.08651913495192778, -0.07927926435782731]; [0.007002813789858148, 0.05498047702814239, 0.059819255595338974, 0.0608679463899631]; 0.08431658120123095; -0.07671261686314337 # MI
0.2992105263157895; 0.098; -1.6915505449788881; 0.37993045846583784; 4.010255030661769e-12; [0.875956692980169]; [3.215671924652158e-8]; [-0.14866155147073062, -0.10476753521385836, -0.0865191347638672, -0.07927926431408511]; [0.0070028136283099085, 0.05498047707237025, 0.059819255786289875, 0.06086794638511501]; 0.08431658102017471; -0.07671261697822142 # MI
0.2992105263157895; 0.103; -1.7165505449758829; 0.3799304578636471; 4.669546473238872e-11; [0.875956692756244]; [3.231939315046702e-8]; [-0.14866155146839616, -0.1047675351596848, -0.08651913457180795, -0.07927926426924545]; [0.007002813456449818, 0.05498047711916088, 0.059819255984168304, 0.0608679463828678]; 0.0843165808355458; -0.0767126170996934 # MI
0.2992105263157895; 0.108; -1.7415505449728386; 0.379930457345772; -2.870769771382612e-11; [0.8759566925702598]; [3.254334289578827e-8]; [-0.1486615514811326, -0.104767535109544, -0.08651913437712316, -0.07927926422595874]; [0.007002813244816458, 0.05498047717719496, 0.05981925619779494, 0.06086794638940777]; 0.08431658064691827; -0.07671261723793545 # MI
0.2992105263157895; 0.113; -1.7665505449696646; 0.3799304567267294; 1.8507059643940552e-10; [0.8759566923274149]; [3.2715904064469156e-8]; [-0.14866155148195442, -0.10476753505343785, -0.08651913417524223, -0.07927926417646046]; [0.007002813061085645, 0.054980477229281566, 0.05981925640880017, 0.060867946392486674]; 0.0843165804532442; -0.07671261737147697 # MI
0.2992105263157895; 0.118; -1.791550544964843; 0.3799304559387009; -5.431014284740282e-10; [0.8759566921679462]; [3.303389661722808e-8]; [-0.14866155147552584, -0.10476753496348234, -0.08651913388983697, -0.07927926413149916]; [0.0070028127174247045, 0.054980477301239894, 0.05981925669317171, 0.06086794635491295]; 0.08431658016545131; -0.07671261752300623 # MI
0.2992105263157895; 0.123; -1.816550544963425; 0.37993045547335225; -9.501810565981734e-11; [0.8759566918126027]; [3.304159642915009e-8]; [-0.14866155148189145, -0.10476753494418958, -0.08651913377876826, -0.07927926407433115]; [0.007002812723036603, 0.05498047732973731, 0.059819256823054404, 0.06086794640426354]; 0.08431658007568546; -0.07671261763737482 # MI
0.2992105263157895; 0.128; -1.841550544960234; 0.37993045481956167; 7.283972385715097e-11; [0.8759566915305266]; [3.318118400760154e-8]; [-0.14866155148139187, -0.10476753488958368, -0.0865191335768451, -0.0792792640195866]; [0.0070028125618654055, 0.05498047737971966, 0.0598192570344619, 0.060867946413883746]; 0.08431657988522047; -0.0767126177755558 # MI
0.30105263157894735; 0.033; -1.395490676708355; 0.3831392917758797; 0.24657483778352718; [0.7582124818871274]; [2.4478982912486197e-5]; [-0.13852955248902232, -0.10157207169361258, -0.08649025525374693, -0.08091001127275274]; [0.009467338761994723, 0.04663664069400962, 0.05026788855691519, 0.050571627991758746]; 0.08433506406149814; -0.06366430942080559 # SF
0.30105263157894735; 0.038; -1.4164754514511861; 0.38099959427350694; -0.13282171465755369; [0.7512448441987729]; [7.83429984664614e-5]; [-0.13987371408304664, -0.1033889260338348, -0.08850071478530451, -0.08302872579051168]; [0.009774212381027473, 0.046088465460049535, 0.049657793019799064, 0.049913270314171164]; 0.0863613384586189; -0.06281386753923812 # SF
0.30105263157894735; 0.043; -1.4359072568114006; 0.3845700938716652; 0.3041779943279088; [0.76390062977635]; [5.8048460095690005e-6]; [-0.13754747722161334, -0.10024548259013492, -0.0849932633415, -0.07931797173818451]; [0.009316131575389252, 0.047042261681884266, 0.05075147479315972, 0.05110392644176234]; 0.08284618425406551; -0.06434458016973839 # SF
0.30105263157894735; 0.048; -1.4564335412790408; 0.38516771997437604; -0.32610040478444435; [0.7665822758552322]; [2.0785727066883724e-6]; [-0.13711199475429775, -0.09964944680854185, -0.08432453010144807, -0.07860663969756919]; [0.009216040252196914, 0.04722866412922767, 0.05096708749779988, 0.05134159719676782]; 0.08217734979394212; -0.06464965919790357 # SF
0.30105263157894735; 0.053; -1.4787201873144002; 0.38490467956138996; -0.2724045506607064; [0.8664728468042238]; [1.568913847740425e-6]; [-0.1452493910646174, -0.10193186181310225, -0.0839225989285089, -0.07679574020835213]; [0.0071815972585782244, 0.054277888518004025, 0.05904769460664724, 0.060059537383440276]; 0.08174369813879125; -0.07568886983926658 # SF
0.30105263157894735; 0.058; -1.5000717052519121; 0.39047148816693444; -0.47143444104598337; [0.8081026448136206]; [2.674845335529198e-5]; [-0.13481996955497938, -0.09490076958312225, -0.0784262093067083, -0.07207160753943577]; [0.00812035018351979, 0.05014649751703949, 0.0543570122696671, 0.055047217094795584]; 0.07629145819033181; -0.06936074215020958 # SF
0.30105263157894735; 0.063; -1.5237295755852909; 0.39052729863179547; 0.46792608947671804; [0.8229728972304037]; [1.3725930673652617e-5]; [-0.1359676058467902, -0.09518775143396614, -0.07830872097761726, -0.07173984438876478]; [0.007842803168667829, 0.05118577382595328, 0.0555588704481981, 0.05634991595320455]; 0.07617646266400002; -0.07100547623694316 # SF
0.30105263157894735; 0.068; -1.5395045021126703; 0.38589506805684803; 0.346544748861899; [0.769444680141087]; [1.5880828040901831e-6]; [-0.1367018653736759, -0.0990773793964407, -0.08366749479518328, -0.0779028069664766]; [0.0091116560572536, 0.047417365476876805, 0.05119884327085534, 0.05159825442440253]; 0.08152721803056122; -0.06497893055833423 # SF
0.30105263157894735; 0.073; -1.5786730202235464; 0.3822720253057774; -0.09418110425859076; [0.8769939273206446]; [1.8165073669063068e-5]; [-0.14881950672230876, -0.1048926131485631, -0.08662219663857944, -0.07937248872995052]; [0.007076387690781675, 0.05502666205658906, 0.05987753885598541, 0.0609305625774488]; 0.08442353121720501; -0.0767871203767084 # SF
0.30105263157894735; 0.078; -1.5988404850174889; 0.38730392849644835; -0.36680262127927576; [0.854413806123816]; [7.974900644016477e-6]; [-0.14179157107720985, -0.09916489151946851, -0.08146301057767452, -0.07448202073057089]; [0.007315068905138868, 0.05343080230704156, 0.058094574343966345, 0.05905356916274864]; 0.07929882715176828; -0.0744200910214914 # SF
0.30105263157894735; 0.083; -1.6289099337323298; 0.38191416113371734; 3.2283847614446334e-12; [0.8782982835139168]; [3.211444599865936e-8]; [-0.14929723201320497, -0.1052986887115369, -0.08699223563733084, -0.07972761625670215]; [0.0070637156277709575, 0.05511452796699233, 0.059981396302444, 0.0610390273570145]; 0.08479405541275631; -0.07692489954017452 # MI
0.30105263157894735; 0.088; -1.6539099337292287; 0.3819141605006069; -2.38725670879474e-10; [0.8782982832293558]; [3.226111014083134e-8]; [-0.1492972320220944, -0.10529868865927958, -0.08699223543481284, -0.07972761619986218]; [0.007063715460377331, 0.05511452802521612, 0.05998139652314195, 0.06103902737641116]; 0.08479405522145626; -0.07692489969100794 # MI
0.30105263157894735; 0.093; -1.6789099337262954; 0.38191415988556954; -1.335050599224872e-10; [0.8782982830051999]; [3.237961891400646e-8]; [-0.1492972320185728, -0.10529868860717205, -0.08699223524908453, -0.07972761615674358]; [0.007063715307935259, 0.05511452806916107, 0.059981396714002995, 0.061039027373397475]; 0.08479405504345565; -0.07692489980720726 # MI
0.30105263157894735; 0.098; -1.7039099337204675; 0.38191415877939194; -6.787299578889351e-10; [0.8782982826558718]; [3.265483704539035e-8]; [-0.1492972320044542, -0.10529868849026973, -0.08699223489700639, -0.07972761607987974]; [0.0070637149549174355, 0.05511452816195936, 0.059981397060573205, 0.061039027348573076]; 0.08479405469215763; -0.07692490000511437 # MI
0.30105263157894735; 0.103; -1.7289099337144291; 0.3819141577210199; 6.842097277037777e-10; [0.87829828231081]; [3.293687110514664e-8]; [-0.1492972320112361, -0.10529868837620342, -0.08699223454266063, -0.07972761600144801]; [0.007063714580124039, 0.055114528275908986, 0.05998139742785294, 0.06103902734100541]; 0.08479405433534531; -0.07692490022739007 # MI
0.30105263157894735; 0.108; -1.7539099337169786; 0.38191415811452734; -1.1218117248789684e-10; [0.8782982822942282]; [3.285636995264199e-8]; [-0.14929723204580408, -0.1052986884526756, -0.08699223465643525, -0.07972761600891458]; [0.007063714761171986, 0.05511452823927044, 0.05998139735777605, 0.06103902740631771]; 0.08479405447626884; -0.07692490023123921 # MI
0.30105263157894735; 0.113; -1.778909933713809; 0.3819141574669753; -5.549989122899792e-12; [0.8782982820604203]; [3.316142510055061e-8]; [-0.14929723203649412, -0.10529868838239878, -0.08699223445444326, -0.07972761596170387]; [0.007063714567150043, 0.05511452829568213, 0.05998139755493845, 0.061039027394322085]; 0.08479405427346459; -0.0769249003447052 # MI
0.30105263157894735; 0.118; -1.8039099337105613; 0.3819141568682003; -3.450568763571249e-11; [0.8782982818872345]; [3.346624316449797e-8]; [-0.14929723203333042, -0.1052986883173282, -0.08699223425483947, -0.07972761592296523]; [0.007063714353547383, 0.055114528351951825, 0.05998139775538953, 0.06103902737795829]; 0.08479405407228705; -0.07692490045761564 # MI
0.30105263157894735; 0.123; -1.8289099337072656; 0.38191415631011894; -4.9718465756280374e-11; [0.8782982817219136]; [3.358046935348279e-8]; [-0.14929723203906606, -0.1052986882648547, -0.08699223405679989, -0.0797276158856547]; [0.007063714143261289, 0.05511452840377573, 0.05998139796603537, 0.06103902737066148]; 0.08479405387937489; -0.07692490058411654 # MI
0.30105263157894735; 0.128; -1.8539099337039726; 0.38191415555335406; 6.82055983838129e-13; [0.8782982813122748]; [3.3695416842943127e-8]; [-0.149297232042077, -0.10529868820723486, -0.08699223384160322, -0.07972761581008918]; [0.007063714015245684, 0.055114528463526644, 0.0599813981965778, 0.061039027405853964]; 0.08479405368108227; -0.07692490075146859 # MI
0.30289473684210527; 0.033; -1.4072072910974314; 0.3819924308905923; 0.08937541827679092; [0.7514118994711383]; [6.750791924090174e-7]; [-0.14069622363565693, -0.10414326388432853, -0.08924628502804996, -0.08378550197478352]; [0.009782360171196892, 0.04617911832903738, 0.04973120907011461, 0.04996594271716972]; 0.08708676346437938; -0.06288153715806674 # SF
0.30289473684210527; 0.038; -1.4231699964032056; 0.3912347388057017; 0.4580996467230386; [0.7989153175885931]; [7.248290828984979e-5]; [-0.13512212411775407, -0.09575343845597818, -0.07952136271080362, -0.07330370486941111]; [0.008442516024568537, 0.049496410778668704, 0.05361785792891912, 0.054240546256695714]; 0.07739316960589579; -0.0683337851903103 # SF
0.30289473684210527; 0.043; -1.4459082954133347; 0.3887887439173968; 0.39974420650733294; [0.7804619282332115]; [0.00013166856234351058]; [-0.1360692788029835, -0.09777822282271291, -0.08205280411160837, -0.07611229390853474]; [0.008929646283931097, 0.048217954194322975, 0.05212895587478655, 0.052615474970474335]; 0.07991864504470209; -0.06626565038578698 # SF
0.30289473684210527; 0.048; -1.4671926870842227; 0.3868884133015851; 0.3421704160209217; [0.7703647970929055]; [1.2017775097535962e-6]; [-0.1372296885140574, -0.09954972766138384, -0.0841121770270647, -0.07833806124787321]; [0.009191712661147416, 0.04749393471479767, 0.05128481628391438, 0.05168461647663811]; 0.08197150399662412; -0.06508323046110093 # SF
0.30289473684210527; 0.053; -1.487779532737158; 0.38550879730717846; 0.293992635420414; [0.7643219595141235]; [3.847939026498898e-6]; [-0.1381557897821244, -0.1008362191843414, -0.08556881450095428, -0.07989242451277333]; [0.00937501894779652, 0.04707166641548423, 0.05078988644062886, 0.05113905532307497]; 0.08342423627820503; -0.06438570851437705 # SF
0.30289473684210527; 0.058; -1.5080017199475126; 0.38433117512367154; 0.24539584665817313; [0.75967651609786]; [3.4832874091288394e-6]; [-0.1389816006652692, -0.10193125595483447, -0.08680223473453225, -0.08120221894490387]; [0.009506432853691143, 0.046756791410621744, 0.05040725975149568, 0.05071658790793085]; 0.08464805922947231; -0.06384407304757207 # SF
0.30289473684210527; 0.063; -1.5273880970968419; 0.38173603367326014; 0.04626249817835899; [0.750553249828423]; [9.778284145291331e-7]; [-0.14088948479654262, -0.10438937199382967, -0.08951800370203578, -0.0840720719522727]; [0.009807912029087311, 0.04611767430519949, 0.049658211230048134, 0.04988513369801737]; 0.08735741815617473; -0.06277774168790122 # SF
0.30289473684210527; 0.068; -1.5638407045213132; 0.387761088606311; 0.31596642723019736; [0.8639744502032926]; [2.6068802668884004e-5]; [-0.14442031888545065, -0.101269262295192, -0.08332318517540271, -0.0762280449725111]; [0.00728700992664201, 0.05407903089741642, 0.05883471833303141, 0.0598357789244855]; 0.0811543328238388; -0.07540314593340072 # SF
0.30289473684210527; 0.073; -1.5737199997071531; 0.38975413153814675; -0.4225894938754607; [0.785882556377675]; [0.00010634818726331493]; [-0.13561473681053385, -0.09705564068141058, -0.08115780820740219, -0.07513458619117633]; [0.008757113396687966, 0.048530413132948425, 0.05255064816916102, 0.05308033041752104]; 0.0790525864166772; -0.06686455282469085 # SF
0.30289473684210527; 0.078; -1.6034245563696492; 0.3922968041784478; 0.4699013575210166; [0.8238690783350413]; [2.0543297421170442e-5]; [-0.13635660305527456, -0.09553623826232481, -0.07862506965470985, -0.07204711638300218]; [0.00788288637746259, 0.05124055982448022, 0.05563517400570705, 0.05642737015668084]; 0.07649916687007306; -0.07110209186584848 # SF
0.30289473684210527; 0.083; -1.6407733623858705; 0.3843810208405807; -0.11488553694013053; [0.8786538124976206]; [2.1558285425018177e-5]; [-0.14920344890848855, -0.10521643773084384, -0.0869038908251478, -0.07963755173069416]; [0.007133726180125829, 0.05510528036325159, 0.05998234831587924, 0.06104190584353812]; 0.0847128525594201; -0.07692494482594231 # SF
0.30289473684210527; 0.088; -1.6639143422740135; 0.38559040657590615; 0.22060250494821104; [0.8729248919330552]; [6.525092743354852e-5]; [-0.1472616976982176, -0.10357329086458893, -0.08540960211199342, -0.07821161781853768]; [0.0072341818029115915, 0.05474226891949536, 0.059553316391494845, 0.06058581421403592]; 0.08321528579145512; -0.07634687679627677 # SF
0.30289473684210527; 0.093; -1.6912984190617353; 0.3838809074802536; 1.0499236885454237e-11; [0.880614498804907]; [3.291809845167363e-8]; [-0.1499260872733608, -0.10582480457890361, -0.0874611487978768, -0.08017217755132701]; [0.007123273301537916, 0.055246290204844554, 0.06014094578381554, 0.06120737613787282]; 0.08526734684876341; -0.07713379642446708 # MI
0.30289473684210527; 0.098; -1.716298419058572; 0.3838809068132547; 3.95449762965912e-12; [0.8806144984857671]; [3.296102242435536e-8]; [-0.14992608728544177, -0.10582480453228638, -0.08746114859658721, -0.08017217749040623]; [0.00712327316286155, 0.05524629026163548, 0.06014094600890334, 0.06120737616730459]; 0.08526734666329491; -0.07713379658481002 # MI
0.30289473684210527; 0.103; -1.7412984190553589; 0.3838809061453403; -1.9373131836859883e-12; [0.880614498216389]; [3.3118391613919886e-8]; [-0.14992608728613085, -0.1058248044731788, -0.087461148394618, -0.08017217743798763]; [0.0071232729972010595, 0.05524629031808293, 0.0601409462195546, 0.061207376173193155]; 0.08526734646806464; -0.07713379671929035 # MI
