# Hubbard model DMRG. L=5, N=5, nmax=4
# NOTE: Different DMRG settings have been used for MI and SF. Check the code.
# J; μ; E; n_variance; <a_i>; Γ; eΓ; C; eC; Re(D); Im(D) where D=FT(C) [calculated 2025-02-13T11:56:27.660 @site  i=3]
0.31763157894736843; 0.098; -1.8156894660535408; 0.3993514202652566; -0.09937726097248986; [0.8968032815015187]; [1.6316861415694453e-5]; [-0.15417727310894644, -0.109401328303696, -0.09064443535114816, -0.08318995059042585]; [0.007555724358641638, 0.05611536430052364, 0.061212710292660844, 0.062340648488135586]; 0.08848991641877735; -0.07853798071192096 # SF
0.31763157894736843; 0.103; -1.8402747328846012; 0.3995386762601141; 0.11751243999552367; [0.8961990052076423]; [3.59811889049441e-5]; [-0.15395151814302932, -0.10921107892314331, -0.09046725007604392, -0.08301825604780577]; [0.007548105790246948, 0.05607088825775949, 0.0611663687634866, 0.06229363568761537]; 0.08831547419057252; -0.07847888730555362 # SF
0.31763157894736843; 0.108; -1.8664089999263342; 0.39902736502731107; 0.0002694762194444351; [0.8982782942148166]; [5.450372871010732e-8]; [-0.154721273823128, -0.10985849015703752, -0.09106592678290705, -0.08359544637936876]; [0.007549974035265677, 0.056222617090954524, 0.061329489071035866, 0.06246170098466821]; 0.08890735130302188; -0.07869067327135747 # SF
0.31763157894736843; 0.113; -1.891408996136387; 0.3990276600701834; -0.00031595888737510056; [0.8982783719805816]; [7.231832494575137e-7]; [-0.15472126099364733, -0.10985851087355511, -0.09106595382461426, -0.0835954591965583]; [0.007549980769465052, 0.05622257816015678, 0.06132945467273781, 0.062461687975329125]; 0.08890738994403553; -0.0786906451620715 # SF
0.31763157894736843; 0.118; -1.9164068533109646; 0.3990324492983992; 0.004229974294625377; [0.8982771394343735]; [1.3000693602029327e-6]; [-0.1547217457985768, -0.10985694849521012, -0.09106574888153063, -0.08359478332859553]; [0.007548367039157262, 0.05622506894047185, 0.06132952951727087, 0.062462316544422955]; 0.08890601919268953; -0.07869095114716136 # SF
0.31763157894736843; 0.123; -1.941408992451825; 0.3990272092110472; -0.0004701394749517186; [0.8982782103502407]; [1.5127276289123265e-7]; [-0.15472124868299375, -0.1098584738325534, -0.09106591643783116, -0.08359543496467696]; [0.007550017521713998, 0.0562226087140634, 0.061329476097202934, 0.062461690940683955]; 0.08890734102295707; -0.07869065670307801 # SF
0.31763157894736843; 0.128; -1.9664090059339312; 0.39902739286532407; -1.3106298309292891e-5; [0.8982783161281946]; [2.7366604082029403e-8]; [-0.1547212862902039, -0.10985849632713196, -0.09106593106203091, -0.08359545045357034]; [0.007549965986762651, 0.05622262446598663, 0.06132949642323152, 0.06246170764658051]; 0.0889073546450812; -0.07869068236493991 # SF
0.3194736842105263; 0.033; -1.5034122549127997; 0.40569375240231864; 0.478179247970343; [0.8341652836866142]; [9.056077463354353e-6]; [-0.1402258378762681, -0.09898623970769196, -0.08178209984137047, -0.07509406962304285]; [0.008331691294052774, 0.05180065751696677, 0.05637297138511353, 0.05720234315364706]; 0.07970714809560367; -0.07205633230685649 # SF
0.3194736842105263; 0.038; -1.5235193501417736; 0.3968384073643758; -0.31560084495905455; [0.7804332196030894]; [1.879381880372327e-6]; [-0.14142785308388087, -0.10325830928852234, -0.08749121026943034, -0.08159859693003979]; [0.009541685071128545, 0.04814101654282632, 0.05212519714785964, 0.05255827421772118]; 0.08540063974182392; -0.06616867220505987 # SF
0.3194736842105263; 0.043; -1.5539119653120557; 0.40110402182503746; 0.09581874091869592; [0.8989674990276745]; [1.1769892471177256e-5]; [-0.15478258601363853, -0.1099042704300991, -0.0911011071034046, -0.08362848904331101]; [0.007608806890156396, 0.056245844580704994, 0.06135824862948739, 0.06248935843584112]; 0.08894369254555823; -0.07872378968460496 # SF
0.3194736842105263; 0.048; -1.5754871710834357; 0.40518360027966205; 0.3940265352771717; [0.8707433526506114]; [1.9211871639435952e-5]; [-0.1462858891012544, -0.10298550834231476, -0.08485868870529217, -0.07770237294871242]; [0.007816926260630744, 0.05430662338635954, 0.05920892687579238, 0.06023540223616366]; 0.0827529681922815; -0.07588147720091645 # SF
0.3194736842105263; 0.053; -1.6020594536737953; 0.40313936188909816; 0.27620308393600146; [0.8878366358716783]; [2.1897400461063013e-5]; [-0.15102402994879424, -0.10677527095583274, -0.0882326523856567, -0.08087714374007629]; [0.007661043467229232, 0.05546977926000883, 0.06051031187619896, 0.06160925112351917]; 0.08610332033567454; -0.0776127309610499 # SF
0.3194736842105263; 0.058; -1.6210164354884895; 0.40593682461110303; -0.4391694033091241; [0.8590767752328228]; [1.2123217115913194e-5]; [-0.1437307423985971, -0.10109354699126502, -0.08325651144251922, -0.07624154653006752]; [0.007953839117172484, 0.05349635986062389, 0.0583022286317491, 0.059275322626699205]; 0.08116715461643262; -0.07467038595045437 # SF
0.3194736842105263; 0.063; -1.6473016623435635; 0.40517243466344177; 0.3914642295085778; [0.8712934446743389]; [4.8733652564779695e-5]; [-0.14639773356731878, -0.1030832470658389, -0.08494086581750586, -0.07777700865048115]; [0.007803154978984691, 0.05432316422343419, 0.0592390666455421, 0.06027069731371921]; 0.08284089761997626; -0.07592601172429335 # SF
0.3194736842105263; 0.068; -1.6621925804835025; 0.4060131719777025; 0.4773603530726637; [0.8375661279424496]; [9.141280239356451e-6]; [-0.14053162655090068, -0.09911442497970743, -0.08181718773523794, -0.07507894024022949]; [0.00825663459803074, 0.05201371123681844, 0.05663168399682958, 0.05748771771807049]; 0.07974942020078324; -0.07241626478248969 # SF
0.3194736842105263; 0.073; -1.703144792904508; 0.4014395667527604; -0.1384322850686134; [0.8974412885399893]; [4.373534358523024e-6]; [-0.15423589007523703, -0.10944678118913596, -0.09067325794377863, -0.08321342671897282]; [0.007608564558719884, 0.05613575940503956, 0.06124679988781877, 0.06237679531437333]; 0.08852463838137598; -0.07858117667549983 # SF
0.3194736842105263; 0.078; -1.7290352423986548; 0.40085558298937496; -0.012036819866646294; [0.9003623345499059]; [1.6487176320608676e-6]; [-0.15528449832509136, -0.11033530758868114, -0.0914924400509581, -0.0840011765347135]; [0.007597518625043384, 0.05633341448905469, 0.06146636450893766, 0.06260602060491581]; 0.08933873773472852; -0.07887002734147738 # SF
0.3194736842105263; 0.083; -1.752187773807226; 0.40181042720532134; 0.17601654332817782; [0.8955810140500324]; [2.1063997679390333e-5]; [-0.15357856602430042, -0.10889582882346428, -0.09016689915914301, -0.08272586347589125]; [0.007618016107716249, 0.05600451373005054, 0.06110275848038537, 0.06222859992251401]; 0.08802304532293082; -0.07839351310369783 # SF
0.3194736842105263; 0.088; -1.7787331308832373; 0.4009923777564972; -0.07009354072266866; [0.899639467944632]; [2.129051025523004e-7]; [-0.1550234183032001, -0.11011178699965805, -0.09128694007400856, -0.08380333857261155]; [0.007598312817923405, 0.05628689559564735, 0.061412636978186906, 0.06254996409428812]; 0.08913346626199851; -0.07879928831839673 # SF
0.3194736842105263; 0.093; -1.80404280855719; 0.4008501434904672; -0.00017427375946712538; [0.9003837680471326]; [1.2231715804105804e-8]; [-0.155292464418631, -0.11034157290004255, -0.09149875489422968, -0.08400713237732602]; [0.007596934770388065, 0.05633549053219117, 0.06146773173647853, 0.06260764336799064]; 0.08934461317875286; -0.07887191008959471 # SF
0.3194736842105263; 0.098; -1.8290420051957865; 0.400849974215183; 0.0032980176822771756; [0.9003820562510807]; [4.1443213341888913e-7]; [-0.15529189467063534, -0.11034112538807171, -0.09149803759816581, -0.08400667965614177]; [0.007596794544311396, 0.05633531769795342, 0.061467938574494174, 0.06260750729228326]; 0.08934398678961042; -0.07887195736559428 # SF
0.3194736842105263; 0.103; -1.8540421658458295; 0.4008493748334945; -0.002856812358443727; [0.9003822090911766]; [4.1997050385669895e-8]; [-0.15529175419542346, -0.11034103083573324, -0.09149828903810665, -0.0840067504769668]; [0.007596933645332284, 0.05633527677480183, 0.06146749281854473, 0.06260733440203743]; 0.0893441352387362; -0.07887155304196232 # SF
0.3194736842105263; 0.108; -1.8790424538790569; 0.4008494999583312; -0.002076285805810793; [0.9003828246924364]; [1.215946343850088e-7]; [-0.15529200346736982, -0.11034130478240332, -0.09149843408315085, -0.08400691112591332]; [0.007596979733690276, 0.05633524815273418, 0.06146762873334208, 0.06260743434422089]; 0.08934434753763132; -0.07887171309391851 # SF
0.3194736842105263; 0.113; -1.8357811660341095; 0.3992591981390158; 0.3470870934128968; [0.7877676539710337]; [3.4763957520962326e-5]; [-0.1402545887248292, -0.1016998446468232, -0.08572373610828472, -0.07971772256503115]; [0.00940563802492099, 0.04859770687417716, 0.05269055862535668, 0.05318401767801036]; 0.0836536794969847; -0.06696450202534028 # SF
0.3194736842105263; 0.118; -1.9290427901007001; 0.40084992893856963; -0.0004373561142893739; [0.9003836458520906]; [4.097749636352065e-7]; [-0.15529240333323296, -0.11034156055769953, -0.0914987516861535, -0.08400711657023364]; [0.007597042299287215, 0.0563354367718234, 0.06146768375738353, 0.0626076165723994]; 0.08934462435928575; -0.07887186165837969 # SF
0.3194736842105263; 0.123; -1.9540427889879377; 0.4008497014197039; -0.00042587411438056315; [0.9003835107917815]; [2.3800974060850122e-7]; [-0.1552923864548447, -0.11034152498565741, -0.09149872498699618, -0.08400710168622047]; [0.007597057002726139, 0.05633546041064666, 0.06146768929634123, 0.06260760726826664]; 0.08934458379594896; -0.07887185454626543 # SF
0.3194736842105263; 0.128; -1.979037663984978; 0.4006936702574708; 0.003432230211283285; [0.9002936814229323]; [9.542873684662206e-5]; [-0.15526397567820718, -0.11031801426900698, -0.09148245660894043, -0.08399126158028607]; [0.007624855779496181, 0.056331030128851704, 0.061455903014067365, 0.06259680892501705]; 0.0893260761070416; -0.078855642188161 # SF
0.3213157894736842; 0.033; -1.5150523272306713; 0.40740670288846526; -0.4779613010111639; [0.837929662419107]; [0.0009959299214868055]; [-0.14085039341743422, -0.09949007617439486, -0.08220997903940805, -0.07545426891056994]; [0.008261408064560619, 0.051942478357915586, 0.056562007188490034, 0.05744722312074904]; 0.08015661592494508; -0.07235239660682913 # SF
0.3213157894736842; 0.038; -1.53863599059058; 0.4076582761791664; 0.46235903175954707; [0.8516368208683716]; [5.823994829404471e-6]; [-0.14262587574481753, -0.10042262375668505, -0.08276933963491687, -0.0758524890070839]; [0.008112513173348539, 0.05297320652452867, 0.05772085257094772, 0.05865097196015164]; 0.08069188400513316; -0.07388160463332219 # SF
0.3213157894736842; 0.043; -1.566040930991027; 0.40390714670669525; -0.20713527999205866; [0.8956985417093646]; [5.553149839256055e-6]; [-0.1534803496620894, -0.10881655953877956, -0.09008390007758439, -0.08264387964205247]; [0.00767647536989599, 0.055985538707535504, 0.061094218197925654, 0.06221993191273458]; 0.08794745237995957; -0.07838026737140999 # SF
0.3213157894736842; 0.048; -1.5908927007236668; 0.4037763799289893; 0.19310618502410146; [0.8966575797200981]; [4.948385278337914e-5]; [-0.15378997227710794, -0.10907988436059239, -0.0903277804361404, -0.08287655908972821]; [0.007661886322015393, 0.05604199125100725, 0.06115649342803819, 0.062287680668099296]; 0.08819020943705587; -0.07846487384083685 # SF
0.3213157894736842; 0.053; -1.6013915039978048; 0.4047569012560217; -0.45623298285305613; [0.8126741418314849]; [9.073119895042925e-5]; [-0.13969597223682859, -0.09971382016697782, -0.08306206755592326, -0.07667804954642635]; [0.008786991007703613, 0.05029280842449736, 0.054670088443946725, 0.05535597960157905]; 0.08100554945751345; -0.06972126062769185 # SF
0.3213157894736842; 0.058; -1.6417020718919515; 0.4026575644224759; 0.0014466342561526195; [0.9024671860530379]; [2.2435938322876241e-7]; [-0.15585747188688887, -0.1108199975808818, -0.09192765049249813, -0.08441520306225649]; [0.007642555110448723, 0.056446386367496514, 0.06160374555039067, 0.0627512635569916]; 0.08977795301770183; -0.0790502783043193 # SF
0.3213157894736842; 0.063; -1.6667021326442821; 0.4026578124918887; 0.0004154234685649813; [0.9024676204134818]; [2.411083194102922e-8]; [-0.15585763054011365, -0.11082011483050333, -0.0919277465608899, -0.08441530040700966]; [0.007642472240633699, 0.05644643292616284, 0.061603803123082286, 0.06275131226885074]; 0.0897780464878741; -0.07905034906215523 # SF
0.3213157894736842; 0.068; -1.690761292996008; 0.4033115350007097; 0.1459205489230064; [0.8991994524837211]; [3.8127041667366436e-7]; [-0.15468698059893815, -0.10982739250299722, -0.0910119013569681, -0.08353410145580595]; [0.007648730734642967, 0.05622635572801702, 0.061359732128448335, 0.06249685150964126]; 0.08886803909767127; -0.07872987757251294 # SF
0.3213157894736842; 0.073; -1.7038480866548493; 0.40748070001771275; -0.4350951358341111; [0.8623010627874164]; [4.2531840089479796e-5]; [-0.14447751664591565, -0.101688492254317, -0.08376614395655038, -0.07671013441380112]; [0.007970725438971257, 0.053685826449820256, 0.058535396190371576, 0.05952776683324002]; 0.08168520925688691; -0.07498510247999327 # SF
0.3213157894736842; 0.078; -1.7087853747718844; 0.4046840256408121; -0.45186894128715693; [0.8104264759272861]; [0.00017803253514276016]; [-0.13967998150354963, -0.09984599068606441, -0.08324509749074431, -0.07689263548042552]; [0.008833076000995869, 0.050113858624767464, 0.054485632249169524, 0.05515766552555687]; 0.0811991826893356; -0.06947207477126241 # SF
0.3213157894736842; 0.083; -1.7666865201768829; 0.4027036711338585; -0.00895685220187765; [0.9024967937161037]; [1.5555622743081002e-5]; [-0.15585916196468344, -0.1108111827725057, -0.09192220314839836, -0.08440879012502303]; [0.007599667952547132, 0.05645644757915074, 0.06160659458748229, 0.06275490573715736]; 0.08976787413780116; -0.0790560053837241 # SF
0.3213157894736842; 0.088; -1.7915639946587598; 0.4027571501817193; 0.04531231980677774; [0.9021837498541629]; [1.7695696840736212e-5]; [-0.15574816924890897, -0.11072831287963511, -0.091842679939592, -0.08433259057538205]; [0.007636185778410583, 0.05642421542362393, 0.061580401875247694, 0.06272807006276628]; 0.08969434095000414; -0.07902094798481327 # SF
0.3213157894736842; 0.093; -1.8110282384903522; 0.40466690586856946; 0.26808088820658554; [0.8904951432868607]; [1.0072299291388801e-5]; [-0.1517570702957525, -0.10737757632726343, -0.0887776479242384, -0.08139380017749745]; [0.007706162555774492, 0.05563484895053721, 0.06069295131887935, 0.061802538061511765]; 0.08664532872534744; -0.07785221016279655 # SF
0.3213157894736842; 0.098; -1.8417021384570553; 0.40265779757532805; 3.226861518223989e-5; [0.9024676492372996]; [1.974216334943563e-8]; [-0.1558576483696294, -0.11082012083783813, -0.09192773851279035, -0.08441530572020287]; [0.007642441284326652, 0.0564464449353591, 0.061603828348356496, 0.06275131828546457]; 0.08977803768537035; -0.07905036922746236 # SF
0.3213157894736842; 0.103; -1.8634577997176112; 0.40383790923229745; 0.1849095328130088; [0.8966430089618243]; [3.586152783557524e-5]; [-0.15376969814009236, -0.1090681592934005, -0.09031145049543543, -0.08286006514630306]; [0.007649637863150299, 0.056030571535664736, 0.061154205352593104, 0.06228587996253942]; 0.08817887442059671; -0.07846398533982947 # SF
0.3213157894736842; 0.108; -1.8917021306194994; 0.40265771515653026; -0.0003052326074602044; [0.9024675831747675]; [7.722894447878412e-8]; [-0.15585762231203837, -0.11082011141688726, -0.09192774527879678, -0.08441529785580916]; [0.007642502336339008, 0.0564464287764434, 0.06160379769746241, 0.06275130905361684]; 0.08977804601994495; -0.0790503424102487 # SF
0.3213157894736842; 0.113; -1.9167021380247657; 0.4026578162737098; -9.611082498057874e-5; [0.9024676475586008]; [3.3587881053438626e-9]; [-0.1558576428025376, -0.11082012399857129, -0.0919277517055373, -0.0844153070049002]; [0.00764246706848928, 0.056446436352819034, 0.061603810336336925, 0.06275131682359318]; 0.08977805223894633; -0.07905035681435392 # SF
0.3213157894736842; 0.118; -1.941702138862209; 0.40265779797534873; 6.911830102931582e-6; [0.902467644783512]; [3.610733863127869e-8]; [-0.15585764190517049, -0.11082012061199738, -0.09192775149607814, -0.08441530726670174]; [0.007642467331855277, 0.05644643945002443, 0.06160380862829644, 0.06275131476891614]; 0.08977804952609504; -0.07905035384445779 # SF
0.3213157894736842; 0.123; -1.9667021375527192; 0.4026578116894508; -0.0001205550360809696; [0.9024676471791127]; [1.6753949172731918e-8]; [-0.1558576416953022, -0.11082012242405227, -0.09192775126727488, -0.08441530699093724]; [0.00764246604251691, 0.05644643685644714, 0.061603809310367, 0.06275131542033514]; 0.0897780509570413; -0.07905035510671513 # SF
0.3213157894736842; 0.128; -1.9917021384508793; 0.40265781377277876; -7.062446162967125e-5; [0.9024676466520614]; [1.825097541623527e-8]; [-0.15585764361623292, -0.11082012455236304, -0.0919277504699187, -0.08441530676708744]; [0.007642466052927073, 0.056446436547350876, 0.061603812630795875, 0.06275131763126612]; 0.08977805150937934; -0.0790503588661865 # SF
0.3231578947368421; 0.033; -1.5290755356163912; 0.4057945828463636; -0.21860945384137492; [0.8969361622990475]; [5.583349569661715e-5]; [-0.1537525269742722, -0.10905896735718147, -0.09030028952071036, -0.08284441796213558]; [0.0077257757142370756, 0.05602618199755363, 0.06115356804220453, 0.06229069213253925]; 0.08817254999763145; -0.07846369331894303 # SF
0.3231578947368421; 0.038; -1.5543371508727306; 0.40457621811619693; -0.06611254949952963; [0.9038688011759932]; [1.5487658112511701e-6]; [-0.15617590679826407, -0.11109088376379365, -0.09216469268429449, -0.08463860108898309]; [0.0076909603330435235, 0.05650909113566577, 0.06168770807903783, 0.06284086740635537]; 0.09002144011878045; -0.07916055675160917 # SF
0.3231578947368421; 0.043; -1.5756911355591001; 0.4086571285431482; 0.40851125542622396; [0.8715863104668445]; [8.316324654184327e-6]; [-0.14661544674580845, -0.10331871682561708, -0.08516233981606447, -0.07799835146281142]; [0.007910319805761241, 0.0543104980661016, 0.0592472395329575, 0.060277993735971355]; 0.08307489712329878; -0.0759307862394169 # SF
0.3231578947368421; 0.048; -1.5910801331782918; 0.4059811453311536; 0.4572950523444216; [0.8145138447515949]; [5.1788921835311935e-5]; [-0.1401149294709694, -0.10003584693140302, -0.08333038693672538, -0.07692260732094985]; [0.008823923021166025, 0.050415728823042294, 0.05481931296999775, 0.055514386684306]; 0.081278112107866; -0.0699186927782321 # SF
0.3231578947368421; 0.053; -1.6290311288277768; 0.4048093522900065; 0.11216225802232786; [0.902608761482999]; [2.1463792810741532e-8]; [-0.15572184301857334, -0.11070583007982071, -0.09180965328139185, -0.08429699571927227]; [0.007691837011154633, 0.056423610426879475, 0.06159272081420982, 0.06274189472795856]; 0.08966856752314362; -0.07903596049621428 # SF
0.3231578947368421; 0.058; -1.6395010835757704; 0.4086292009047724; -0.47951674199657207; [0.8374988415874693]; [8.466570411834226e-5]; [-0.14110079855658395, -0.09973549853443434, -0.08243510663935848, -0.07570444020659516]; [0.008362468970829866, 0.05195972172305493, 0.05659829785413118, 0.0574495981191833]; 0.08038261221382667; -0.07236454796553565 # SF
0.3231578947368421; 0.063; -1.6793864679656192; 0.4044309316263597; 0.001202038699404051; [0.9045199023940698]; [9.780753784541998e-8]; [-0.15641276100180146, -0.11129236835576257, -0.09235204360430356, -0.08481890525609517]; [0.0076919350073586575, 0.056552939132512255, 0.06173490755020273, 0.06289049220267182]; 0.09020710563011067; -0.07922264659618691 # SF
0.3231578947368421; 0.068; -1.7043866530175111; 0.40445057531140716; -0.0005018245683408898; [0.9045302443867953]; [4.997149919083375e-8]; [-0.15641687114904482, -0.11129418116758506, -0.09235294819728677, -0.08481999109208112]; [0.007686570994018179, 0.05655548385135155, 0.061737753010890226, 0.06289275794916263]; 0.09020769840965875; -0.07922605672475513 # SF
0.3231578947368421; 0.073; -1.729386630187049; 0.40445045938731106; 0.000822968261231745; [0.904530110227393]; [2.703952509019358e-7]; [-0.15641681613444722, -0.11129414223047482, -0.09235292127327045, -0.0848199633224027]; [0.00768660477711437, 0.056555466193829805, 0.061737726367196134, 0.06289273571370459]; 0.09020767070863625; -0.0792260237521778 # SF
0.3231578947368421; 0.078; -1.7539822243062961; 0.4046458860034545; -0.08534465280138465; [0.9034325930351642]; [1.6031925938592204e-5]; [-0.15601846176196346, -0.11095623621900594, -0.09204180709625494, -0.08452030711311495]; [0.00769210385551459, 0.056480925203696304, 0.06165414806251599, 0.06280608460101696]; 0.08989829947848088; -0.07911640837575033 # SF
0.3231578947368421; 0.083; -1.7793866595506156; 0.4044506009075448; 0.0002757439759090656; [0.9045302860315662]; [3.375875327366171e-8]; [-0.15641688624525008, -0.11129419235155832, -0.09235295669070626, -0.084820000059717]; [0.0076865617538811395, 0.05655548812939448, 0.061737759200369655, 0.06289276278189324]; 0.090207706892868; -0.07922606413483883 # SF
0.3231578947368421; 0.088; -1.7929044303784683; 0.40838800895722915; 0.36989131786341795; [0.8794429737314943]; [0.00020741581506515157]; [-0.1484579204311538, -0.10474993708845472, -0.08641114167482315, -0.07915392983116884]; [0.007786643896485324, 0.054809853548693915, 0.059810670360207346, 0.06088109672726371]; 0.08431663153035614; -0.07669128535431524 # SF
0.3231578947368421; 0.093; -1.8287130913744503; 0.4047000599328894; -0.09429771056705623; [0.9031552578822566]; [3.8605356439586186e-7]; [-0.1559148216260935, -0.11086982420907635, -0.09196117416376859, -0.08444225586553179]; [0.007695200710933822, 0.05645968093550375, 0.06163257093379053, 0.06278416494721348]; 0.08981930300646052; -0.07908867504030742 # SF
0.3231578947368421; 0.098; -1.8543865432126956; 0.4044472929986964; 0.0008897189103237347; [0.904528290899838]; [6.94232735475127e-8]; [-0.1564162619913642, -0.11129388600002486, -0.09235276367678222, -0.08481976659459248]; [0.007687599097213371, 0.056555156351901066, 0.06173739433996098, 0.06289249286832242]; 0.09020756794747711; -0.07922562585446553 # SF
0.3231578947368421; 0.103; -1.8793866606615908; 0.40445060570887703; -0.00019939977519780998; [0.9045303204778039]; [5.869120549178389e-8]; [-0.15641688965401557, -0.11129419744950518, -0.09235296196893733, -0.08482000822497288]; [0.007686572031567974, 0.056555486830604164, 0.0617377580902533, 0.06289275835532242]; 0.09020771171080301; -0.07922605950517927 # SF
0.3231578947368421; 0.108; -1.9043863313866318; 0.40445062831071255; -0.00193588173440644; [0.9045296974984716]; [2.240728488914964e-7]; [-0.1564166023703431, -0.11129404638535077, -0.09235268189236061, -0.08481984162765646]; [0.007686472543589448, 0.056555305929020555, 0.06173778965481148, 0.06289264997907439]; 0.09020750316756354; -0.07922602055723309 # SF
0.3231578947368421; 0.113; -1.9293847702107512; 0.4044507368978316; -0.004422718527751798; [0.9045276715106844]; [1.946031909658658e-6]; [-0.15641432821948212, -0.11129283090174506, -0.09235147658732452, -0.08481876936443991]; [0.007685084131464315, 0.05655388017062883, 0.06173679780641889, 0.06289162517699971]; 0.0902065788072327; -0.07922487151134389 # SF
0.3231578947368421; 0.118; -1.9543859838535524; 0.40445001411132364; -0.003018989965122793; [0.9045291292458328]; [4.991003933462179e-8]; [-0.15641637834050845, -0.11129364665179071, -0.09235261837919356, -0.0848196848678973]; [0.007686437628441251, 0.056555526695527714, 0.06173753516674595, 0.06289253960652642]; 0.0902072460635445; -0.07922575895420089 # SF
0.3231578947368421; 0.123; -1.979386663549425; 0.4044506163312853; 8.723160345082304e-5; [0.9045303015736046]; [8.109596397656012e-9]; [-0.15641689502968303, -0.1112941984911601, -0.09235295832753589, -0.08482000298337782]; [0.007686555676926865, 0.05655549096299803, 0.06173776658667023, 0.062892767685622]; 0.09020770956613323; -0.0792260723554274 # SF
0.3231578947368421; 0.128; -2.0043866555659773; 0.4044504625385894; -0.0002713277298597133; [0.904530213771488]; [1.616332841890339e-7]; [-0.15641686219530487, -0.11129418470882692, -0.09235295512503179, -0.08481999284272525]; [0.007686617178668102, 0.0565554712754084, 0.06173774027965309, 0.06289275304119084]; 0.09020770910512604; -0.07922604455374432 # SF
0.325; 0.033; -1.5348919470226852; 0.3954444263622061; -0.10290435817458962; [0.7692421250801739]; [7.644363521185263e-7]; [-0.1450609105985757, -0.10757198230796068, -0.092099819797815, -0.0863985439844868]; [0.01003361597413979, 0.04736661287294859, 0.05123754994591632, 0.05156193829501439]; 0.09001297622612132; -0.06488553497416068 # SF
0.325; 0.038; -1.5670450496935175; 0.4063314767212982; 0.06074153766085501; [0.9060085734894056]; [7.060212657085809e-6]; [-0.15676477155938537, -0.11159184083249696, -0.09261463926056462, -0.08506701091080648]; [0.007734660227551701, 0.05662152545745919, 0.06182658160220619, 0.06298784007379753]; 0.09047638219350145; -0.07934314168236457 # SF
0.325; 0.043; -1.5920907041214063; 0.40623738216660676; 0.01684972688907318; [0.9065297060364059]; [2.946376850096762e-7]; [-0.1569550341076783, -0.11175056182715681, -0.09276210935511221, -0.08520947390097586]; [0.007728867344756098, 0.056660213817537025, 0.06186675277210599, 0.06302888931610474]; 0.09062127814234905; -0.07939521487675501 # SF
0.325; 0.048; -1.6166348346433022; 0.4067309221778954; -0.13465229406536117; [0.9037803453523832]; [3.198928731947347e-6]; [-0.1559648111896047, -0.11091296539889009, -0.09198987484915612, -0.08446571512868208]; [0.007737520368729931, 0.05647162583641262, 0.061658224183277134, 0.0628128269193575]; 0.0898547273687508; -0.07912239477088233 # SF
0.325; 0.053; -1.633392509660425; 0.4107622042497223; -0.4463628965017788; [0.8627095191713017]; [1.6961521049123324e-5]; [-0.14486247119323, -0.1020877455851141, -0.0841510290504891, -0.07709682398160735]; [0.008049619476718511, 0.05367589558004391, 0.05854589365703624, 0.059534804140709066]; 0.08208113942325891; -0.07499189781517539 # SF
0.325; 0.058; -1.6622484942489015; 0.40926657295465496; 0.3417464405579189; [0.8859082719921909]; [2.4256673634621835e-5]; [-0.15029218381466664, -0.10622735261766085, -0.08772669158717966, -0.08039840123513196]; [0.007835500253714751, 0.05525586397031908, 0.06031263183394545, 0.061404174689283844]; 0.08562480666677882; -0.07734735308216208 # SF
0.325; 0.063; -1.6895408181604357; 0.40780018040029464; -0.24048624000660898; [0.8972029245559101]; [8.12788445166921e-6]; [-0.15372600880764903, -0.10903996168622798, -0.09027090766488977, -0.0828166481856383]; [0.007769442496087017, 0.056020534134335824, 0.06116222202178239, 0.06229631504680349]; 0.08815017956316934; -0.07847098263910961 # SF
0.325; 0.068; -1.7167588036322936; 0.4064012645886721; -0.0834788814540877; [0.9055043625178489]; [2.1775609714907485e-6]; [-0.1565805597798458, -0.11143327630686316, -0.09247079110286201, -0.08492826900049952]; [0.007735603740598513, 0.05658974149695359, 0.06178696487273061, 0.06294715578720576]; 0.09033152337192644; -0.07929124720289857 # SF
0.325; 0.073; -1.7395898288519003; 0.4074237314561555; 0.21233068217885676; [0.8993671439961755]; [2.023551152669322e-5]; [-0.1544397413172885, -0.10963413272620215, -0.09081544996816315, -0.08333721025634945]; [0.007765629125377557, 0.05616829224979922, 0.0613236915965254, 0.06246592620965214]; 0.08869000000818489; -0.0786838696833306 # SF
0.325; 0.078; -1.767086312253907; 0.40623425941968994; -0.012968515574571194; [0.9065474567141287]; [5.396219525625292e-7]; [-0.15696062366105648, -0.11175664960595276, -0.09276689769741486, -0.08521441470247479]; [0.007729108285189056, 0.05665957290128249, 0.0618678829848533, 0.06302969274275712]; 0.09062682305053686; -0.07939659566606427 # SF
0.325; 0.083; -1.7868993914687226; 0.40827993041885247; 0.2729495324521389; [0.8943868476233611]; [1.1519498716973727e-5]; [-0.15280624892720565, -0.10827894822369244, -0.08957515331131508, -0.0821511395539576]; [0.007765267485190097, 0.05582369128944292, 0.06094814732946218, 0.0620733003323934]; 0.08746150455397153; -0.07819081699037278 # SF
0.325; 0.088; -1.8170959143804415; 0.4062234884775069; 0.0009841897886487129; [0.9065693448542689]; [4.1384920424969815e-7]; [-0.1569693111847662, -0.11176316671219264, -0.09277401044806008, -0.08522083364481461]; [0.007730251349951673, 0.05666236394870769, 0.0618690802037002, 0.06303156869195062]; 0.09063318168165352; -0.0793984031041618 # SF
