# Hubbard model DMRG. This file contains many sizes. nmax=4, μ0=0.4, nsweeps=20, cutoff=[1.0e-8]
# L; J; E; Γ; eΓ; [calculated 2025-02-16T00:19:39.281]
10; 0.2357142857142857; -5.821313251323057; [0.7822136083609617, 0.5350191482586107, 0.40215046302945556]; [0.0010691256769925106, 0.001788142599827502, 0.001788142599827502];
10; 0.24285714285714285; -5.920622678503506; [0.7946897878492191, 0.5553902071160125, 0.42501967989069067]; [0.0010739838579222234, 0.001821780828536503, 0.001821780828536503];
10; 0.25; -6.021404958732581; [0.8064214586522294, 0.5745993307339856, 0.4468134978192054]; [0.0010747116871869316, 0.0018423787587105375, 0.0018423787587105375];
10; 0.2571428571428571; -6.3057695742987505; [1.0301135013290037, 0.8201166788000195, 0.7128990114486395]; [0.0023841491635577744, 0.00013228672355490107, 0.00013228672355490107];
10; 0.2642857142857143; -6.434553832198387; [1.0384108016450369, 0.8311865111946265, 0.7241943636712991]; [0.0019922100257320045, 0.0003042070484717578, 0.0003042070484717578];
10; 0.2714285714285714; -6.5636174346207445; [1.0450923081981285, 0.8405481191786498, 0.7336947917116315]; [0.0016457018637532272, 0.0004980477243752446, 0.0004980477243752446];
10; 0.2785714285714286; -6.69351348081665; [1.0515061123113703, 0.8495102809904088, 0.7427665712983329]; [0.0013520516422990132, 0.0007042805225211587, 0.0007042805225211587];
10; 0.2857142857142857; -6.824289120265996; [1.0577211402848234, 0.8583331651197493, 0.7519248746640149]; [0.0011005351586265348, 0.0008281475405487593, 0.0008281475405487593];
10; 0.29285714285714287; -6.955827112068066; [1.063698644006221, 0.8667873750958496, 0.7606753188065205]; [0.0009067969419055615, 0.0009689053947813279, 0.0009689053947813279];
10; 0.3; -7.088258677455164; [1.0706268538900474, 0.8759520463503311, 0.7699235882576054]; [0.0007638593683620462, 0.0011599558818016864, 0.0011599558818016864];
10; 0.30714285714285716; -7.223554285197056; [1.0833935429709272, 0.8904612503280572, 0.7843621669302482]; [0.0006100973984226334, 0.001231419042884504, 0.001231419042884504];
10; 0.3142857142857143; -7.393445097193856; [1.1701907317980056, 0.9718116529226907, 0.8603380494363094]; [0.0015354334772952301, 0.0014008721147536194, 0.0014008721147536194];
10; 0.32142857142857145; -7.5146607152345455; [1.1326937507058301, 0.9401021178153334, 0.8313872705578287]; [0.0010934176118680952, 0.0015179565883108711, 0.0015179565883108711];
10; 0.32857142857142857; -7.686262777542162; [1.1805927093835196, 0.9863897648851531, 0.8761919867306994]; [0.0014889824790757292, 0.0014676975432207035, 0.0014676975432207035];
10; 0.3357142857142857; -7.8335674820123335; [1.185578122185278, 0.9933895892493574, 0.883821628084318]; [0.0014751644973045731, 0.0014989755491510916, 0.0014989755491510916];
10; 0.34285714285714286; -7.981342691440481; [1.190750444683227, 1.0004872373880005, 0.8915179886736239]; [0.001464338798516006, 0.0015256915525780116, 0.0015256915525780116];
10; 0.35; -8.129346983078555; [1.194922176664863, 1.0067155484271442, 0.8984377560689373]; [0.0014857875349658617, 0.0015462586443194205, 0.0015462586443194205];
20; 0.0; -8.000000000000002; [0.0, 0.0, 0.0, 0.0, 0.0]; [0.0, 0.0, 0.0, 0.0, 0.0];
20; 0.007142857142857143; -8.00387732175751; [0.028568508740243564, 2.9137046577719735e-5, 2.9048463413013743e-8, 2.887664583997925e-11, 2.869516535004071e-14]; [6.959030269283294e-12, 4.261448119547212e-11, 5.733354366366499e-14, 4.980882930160225e-17, 4.980882930160225e-17];
20; 0.014285714285714285; -8.015506526678694; [0.05711939334473534, 0.00023267610758821963, 9.265069426864018e-7, 3.678685287285456e-9, 1.4600747963558483e-11]; [1.3725833751685503e-10, 5.925013535864195e-10, 1.7167539440499408e-12, 7.748008280734995e-15, 7.748008280734995e-15];
20; 0.02142857142857143; -8.03487926475745; [0.08563450433106078, 0.0007829085914195744, 6.9970691090829296e-6, 6.235490921716734e-8, 5.554745616823069e-10]; [9.606341211682952e-10, 4.144161969350516e-9, 3.715682638401673e-11, 3.481249498456893e-14, 3.481249498456893e-14];
20; 0.02857142857142857; -8.06198155355753; [0.1140954588395317, 0.0018497966533738853, 2.9337681636308582e-5, 4.638222509946104e-7, 7.324746265454952e-9]; [1.5074500843342935e-7, 1.3794987192553593e-6, 2.8712678811030576e-8, 4.446313457043295e-11, 4.446313457043295e-11];
20; 0.03571428571428571; -8.09679451147851; [0.1424874393053211, 0.003953327431957006, 0.00013249010680192104, 4.615807490704484e-6, 1.617752526433466e-7]; [2.93797617745605e-11, 3.911227847017374e-9, 3.816428686249738e-10, 3.7562307521617385e-12, 3.7562307521617385e-12];
20; 0.04285714285714286; -8.139291691154671; [0.1707857092712538, 0.006789325094422398, 0.00032553857692501677, 1.622075162594322e-5, 8.130449197998215e-7]; [5.7925916371480365e-11, 1.9463418230603168e-9, 5.575993936602273e-10, 3.260169809430317e-11, 3.260169809430317e-11];
20; 0.05; -8.189441752601043; [0.1989716146318838, 0.01070247485235491, 0.0006931381499657178, 4.662983867566266e-5, 3.155435381395928e-6]; [4.5761308617269274e-10, 2.483120592795926e-8, 5.4373262556070114e-9, 5.02594004214961e-10, 5.02594004214961e-10];
20; 0.05714285714285714; -8.247206602860649; [0.22702332689663962, 0.01584039307824196, 0.001328065393249706, 0.00011560213862881803, 1.0120930012071062e-5]; [6.461993741785415e-10, 6.628740424061916e-9, 3.1571270236499756e-9, 3.466431058881714e-10, 3.466431058881714e-10];
20; 0.06428571428571428; -8.312541678773798; [0.2549187566112698, 0.022359935372822607, 0.002361087899002342, 0.0002591759441775637, 2.8624387183008286e-5]; [2.9397694213550186e-9, 7.670116144518703e-9, 2.8169508399635427e-9, 4.2413281145457045e-10, 4.2413281145457045e-10];
20; 0.07142857142857142; -8.385394888900114; [0.2826319151763595, 0.030347137280960477, 0.003916447311760432, 0.0005253131931586904, 7.089238639272155e-5]; [9.424504700937686e-9, 1.0301206897704503e-8, 1.1845960094704879e-8, 2.561706588609844e-9, 2.561706588609844e-9];
20; 0.07857142857142857; -8.46570724480665; [0.31013810743750936, 0.03994529315612979, 0.0061932950716448555, 0.000999479327638926, 0.0001623578699593171]; [3.157398968826391e-8, 1.8060014745382848e-8, 1.032396766860554e-8, 2.644599866816541e-9, 2.644599866816541e-9];
20; 0.08571428571428572; -8.553411202856132; [0.3374076788617728, 0.05119262417779939, 0.00933693434976465, 0.0017726496857376113, 0.00033878386436670576]; [8.672968809364908e-8, 6.270990028593705e-8, 1.9917753534214257e-8, 3.31886113555331e-9, 3.31886113555331e-9];
20; 0.09285714285714286; -8.648431226560437; [0.3644110668939707, 0.06416912409504837, 0.0135622914806871, 0.0029838783421505077, 0.0006609120724720665]; [2.1979579586848487e-7, 1.839064722158511e-7, 6.952246911394772e-8, 1.3242733438469714e-8, 1.3242733438469714e-8];
20; 0.1; -8.75068302963257; [0.3911165325487267, 0.07891001670726995, 0.019111933922381287, 0.004826988230180505, 0.0012281084707387408]; [5.181988770676644e-7, 5.458109415220466e-7, 8.541961068980949e-8, 2.2621082794963907e-8, 2.2621082794963907e-8];
20; 0.10714285714285714; -8.860072832148639; [0.4174896779115876, 0.09543067749512317, 0.02619256317442222, 0.007512732061169721, 0.002172377275800117]; [1.1424839350165298e-6, 1.2406945272508746e-6, 6.327478603758685e-7, 1.5445822840708385e-7, 1.5445822840708385e-7];
20; 0.11428571428571428; -8.976496597370554; [0.443493154511778, 0.11374440094156225, 0.03496854329185931, 0.011377417826506607, 0.0037765035675791274]; [2.3552657363453272e-6, 2.950943158373852e-6, 1.5529843259575873e-6, 4.4872299856876296e-7, 4.4872299856876296e-7];
20; 0.12142857142857143; -9.09984033013563; [0.46908816662560365, 0.13381223523011582, 0.045633204675965225, 0.016654004906142193, 0.006264931678475075]; [4.514860746224109e-6, 6.4747096515926795e-6, 3.466557406888017e-6, 1.1338975887341853e-6, 1.1338975887341853e-6];
20; 0.12857142857142856; -9.229978101150543; [0.49423134899388566, 0.15554080443003113, 0.058361292783719806, 0.02341390605226419, 0.009677659122217666]; [8.046155449019248e-6, 1.2816598010842728e-5, 7.3679011112930155e-6, 2.5049913856514574e-6, 2.5049913856514574e-6];
20; 0.1357142857142857; -9.366773270782188; [0.518879151647482, 0.17886528943501895, 0.07328517954113012, 0.0321158681320953, 0.01452545142382121]; [1.377617177050613e-5, 2.53414500152322e-5, 1.5511258596435014e-5, 5.378971282504416e-6, 5.378971282504416e-6];
20; 0.14285714285714285; -9.510076896726142; [0.5429845179035719, 0.20365911042074797, 0.09051492441641004, 0.04298551256285446, 0.02105805442547214]; [2.195887710561576e-5, 4.238126215768951e-5, 2.7134332012703796e-5, 1.008791219241054e-5, 1.008791219241054e-5];
20; 0.15; -9.659726595043875; [0.5664952192970456, 0.22977008836614596, 0.11004689319220293, 0.05627653208264329, 0.029713571393548823]; [3.368825386892081e-5, 7.071041560696882e-5, 4.6882760933324613e-5, 1.775150011546469e-5, 1.775150011546469e-5];
20; 0.15714285714285714; -9.815547549896197; [0.5893585659987827, 0.25700925734017466, 0.13188099064138337, 0.0721538346777673, 0.040722293156397506]; [4.913385725666316e-5, 0.00011197327877172235, 7.845826673959841e-5, 3.097717398044878e-5, 3.097717398044878e-5];
20; 0.16428571428571428; -9.977351503591404; [0.6115199560761571, 0.2851676627235729, 0.155907268506238, 0.09072073503989984, 0.054435784825757234]; [6.870971968081578e-5, 0.00016815522431735822, 0.00012300631824169422, 4.635368038778532e-5, 4.635368038778532e-5];
20; 0.17142857142857143; -10.144936224003231; [0.6329212185466621, 0.3139931954998003, 0.18193094071008437, 0.11196608711538265, 0.07098608426355367]; [9.188539273617498e-5, 0.00024001314527565866, 0.00018342822857895513, 7.401918562576115e-5, 7.401918562576115e-5];
20; 0.17857142857142858; -10.318086084398516; [0.6535047374396571, 0.3432047393822422, 0.20967572348904212, 0.135794775980607, 0.090463816493887]; [0.00011766631819732559, 0.00032822894281220896, 0.0002590002593507237, 0.00010704685730554725, 0.00010704685730554725];
20; 0.18571428571428572; -10.496572345012593; [0.6732142717142418, 0.37250026914493584, 0.23877726018977458, 0.16191566101778276, 0.11275807652746847]; [0.00014466048909459088, 0.0004299647688572524, 0.0003492676307514001, 0.0001468195422506026, 0.0001468195422506026];
20; 0.19285714285714287; -10.685277789409229; [0.7025171747919352, 0.4189222944847493, 0.2909452490247942, 0.21410123549898305, 0.16132707838169746]; [0.001848842738595886, 0.002511365626804532, 0.0019634596432672358, 0.0010857031307568354, 0.0010857031307568354];
20; 0.2; -10.967850284515006; [0.8452989807690094, 0.6196824505918453, 0.5230803763837638, 0.4662987310687881, 0.430285770273594]; [0.007088767908787414, 0.009683172139701546, 0.005786476505297643, 0.0009885329218142214, 0.0009885329218142214];
20; 0.20714285714285716; -11.19223794750225; [0.8579449960408339, 0.6380202441812823, 0.5436910630788323, 0.4878204559794572, 0.4509780452581128]; [0.005376259813398057, 0.00727853329351372, 0.004185153585039562, 0.0005390461244408689, 0.0005390461244408689];
20; 0.21428571428571427; -11.419849536041538; [0.8693641761084281, 0.653623072949239, 0.5598561803189245, 0.5036173849945479, 0.46569053821745915]; [0.0046331912482415576, 0.00625460187337489, 0.0035853851404173943, 0.00043329967264351245, 0.00043329967264351245];
20; 0.22142857142857142; -11.651868119633182; [0.8825768664328223, 0.6710338528144629, 0.5780025964428602, 0.5212641524072157, 0.4819301634174323]; [0.0036816358481308624, 0.004853939731002393, 0.0027605438327469294, 0.0003387629824566542, 0.0003387629824566542];
20; 0.22857142857142856; -11.913909945407987; [0.9309297686012569, 0.7240436057922385, 0.6319673180300936, 0.5710166736158141, 0.5239713205720162]; [0.0016569102774380993, 0.002606637935257721, 0.0011056657925193364, 0.0003645707533244881, 0.0003645707533244881];
20; 0.2357142857142857; -12.167299870904236; [0.9466966350724202, 0.7431883159518442, 0.6518214361664911, 0.591182817427936, 0.5438513778647]; [0.0017523581014237508, 0.0029940500732816787, 0.0015019100079072603, 0.00015586919051711022, 0.00015586919051711022];
20; 0.24285714285714285; -12.427977071621488; [0.9874387653218081, 0.7856554788966196, 0.6928668181203728, 0.6327596892419837, 0.5846834088911581]; [0.0010532976756582751, 0.0010446741687822679, 0.001459167029045924, 0.0009161324120389716, 0.0009161324120389716];
20; 0.25; -12.697747700912682; [1.0063525985235557, 0.8069104395886425, 0.7141874954014586, 0.6544299848375755, 0.606283465365815]; [0.0013013487157085219, 0.000866777339901698, 0.0014197629840041613, 0.0011638977226623515, 0.0011638977226623515];
20; 0.2571428571428571; -12.966641535098612; [1.0136294739770368, 0.8168900868460411, 0.7248017347621207, 0.6651976946360278, 0.617234707353932]; [0.001168096383192223, 0.0008190741498829933, 0.0013486894641053092, 0.0010789789214634244, 0.0010789789214634244];
20; 0.2642857142857143; -13.23756918948698; [1.0229870571360293, 0.8286804387510613, 0.7371460531549985, 0.6776322985653297, 0.6298898507130568]; [0.0009807884419363612, 0.0007515356220191343, 0.0012352684502569967, 0.0009732516924053648, 0.0009732516924053648];
20; 0.2714285714285714; -13.511004713786221; [1.0298162466813063, 0.8380683401024278, 0.747146672296966, 0.6877931334320883, 0.640200028427597]; [0.0008883687615551133, 0.0007330507470692115, 0.0011879636297127446, 0.000913309871343324, 0.000913309871343324];
20; 0.2785714285714286; -13.80664942037737; [1.0719357820973887, 0.8793426229493246, 0.7876023400829892, 0.7269201774076358, 0.6793865698086453]; [0.00035004666004473503, 0.0005949228582282487, 0.0005338009358104886, 0.0004647447840751549, 0.0004647447840751549];
20; 0.2857142857142857; -14.093190705228247; [1.0962113702188556, 0.9042061384621839, 0.8120342794221639, 0.7509020630531652, 0.7028609121591197]; [0.0005396030498830589, 0.0006552674135686935, 0.000607511001190829, 0.0003392031043756626, 0.0003392031043756626];
20; 0.29285714285714287; -14.389300968807934; [1.0916569711058033, 0.9031855559598209, 0.8124098653777103, 0.7521981803119608, 0.705016204825846]; [0.0002525284156792735, 0.0005804859717610861, 0.000506100262521541, 0.00040476515367807636, 0.00040476515367807636];
20; 0.3; -14.695032504653597; [1.1385732690584351, 0.948406650481795, 0.8562179465053328, 0.7950257859369354, 0.7466007638079492]; [0.0002643771012171022, 0.000627199529519257, 0.0007929905505918073, 0.00025328905203150326, 0.00025328905203150326];
20; 0.30714285714285716; -14.999331590843429; [1.1434153325275607, 0.955474528095394, 0.8638416233611828, 0.802854133600189, 0.7545665123667735]; [0.00025469174253151536, 0.0005979443801260459, 0.0007576711366813564, 0.00025811554883217866, 0.00025811554883217866];
20; 0.3142857142857143; -15.30714469263662; [1.15054710805557, 0.9646254630584608, 0.87355962381027, 0.8129097589876153, 0.7647850433900729]; [0.00025133416699588606, 0.0006294229492891713, 0.0007832106789066363, 0.0002845368662761233, 0.0002845368662761233];
20; 0.32142857142857145; -15.615609466132554; [1.164298731244924, 0.979596259590281, 0.888726247568626, 0.8281055960780349, 0.7799530090541399]; [0.00022622110102593252, 0.0006222073838198366, 0.0007653658103438021, 0.0003464783357306611, 0.0003464783357306611];
20; 0.32857142857142857; -15.937462358091912; [1.1987362397533596, 1.0130223396120994, 0.9213227216535511, 0.8599397420415649, 0.8110183010063626]; [0.0002808887532095112, 0.0006662711830453335, 0.0007620832179976803, 0.0004949193815265856, 0.0004949193815265856];
20; 0.3357142857142857; -16.260597024725417; [1.2071452463451913, 1.023042813196718, 0.9317638194518658, 0.8706048414821211, 0.8218580050549225]; [0.00025061534328148027, 0.0006277967116009253, 0.0007676890941986273, 0.0004972543794755622, 0.0004972543794755622];
20; 0.34285714285714286; -16.584944723405783; [1.2141406730119846, 1.0317063286220136, 0.9408340054942625, 0.8798512450653996, 0.8311453014849954]; [0.0002691736291028714, 0.0006487584896124533, 0.000772366403629018, 0.0005077242225124476, 0.0005077242225124476];
20; 0.35; -16.910125939915627; [1.22194296248912, 1.0410420142565402, 0.9505905456701637, 0.8898220371380945, 0.8412645326894076]; [0.0002556137158183839, 0.0006429825894625631, 0.0007568382323482437, 0.00048763135405905696, 0.00048763135405905696];
30; 0.0; -12.000000000000005; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];
30; 0.007142857142857143; -12.005918033850442; [0.028568508739832507, 2.9137045063471647e-5, 2.904846351957532e-8, 2.8876643827027066e-11, 2.869515765258212e-14, 2.851343927648091e-17, 2.833270337552111e-20, 2.81530973703132e-23]; [8.201581023997341e-12, 4.147267060089504e-11, 4.970427474627911e-14, 4.1079194906933226e-17, 2.921031813209533e-20, 3.271033727099114e-23, 6.118026112744096e-26, 6.118026112744096e-26];
30; 0.014285714285714285; -12.0236681189552; [0.05711939330660433, 0.00023267582088540612, 9.265054393035423e-7, 3.678682324603293e-9, 1.460073151316544e-11, 5.79475514381883e-14, 2.2998116875741064e-16, 9.127464174922783e-19]; [1.576358823307191e-10, 9.55683374067768e-10, 5.652082526479873e-12, 1.4849507918545153e-14, 1.8184381486165012e-17, 1.4406457260901983e-19, 6.011083688486301e-22, 6.011083688486301e-22];
30; 0.02142857142857143; -12.053238097287592; [0.0856345038568925, 0.0007829107704040359, 6.9971090964245976e-6, 6.235529329614517e-8, 5.554779329464102e-10, 4.948123640489118e-12, 4.407707038158847e-14, 3.926338538752652e-16]; [1.6040553911134123e-9, 4.715145223712448e-9, 4.6425337411318976e-11, 4.697715727638899e-13, 4.045416454273001e-15, 2.778269545356291e-17, 2.2166208697269616e-19, 2.2166208697269616e-19];
30; 0.02857142857142857; -12.094607596581604; [0.11409542880288802, 0.0018563540435364016, 2.97053278024395e-5, 4.7591909251879527e-7, 7.618779767974605e-9, 1.212119969618411e-10, 1.9159953713228975e-12, 3.025769712762403e-14]; [2.3852814752126795e-7, 2.50076590053027e-5, 6.84872920423948e-7, 1.231429612622976e-8, 1.367903092485591e-10, 1.6120769257649908e-13, 1.062814985871186e-15, 1.062814985871186e-15];
30; 0.03571428571428571; -12.147749215075446; [0.1424874393057286, 0.003953326741938727, 0.00013248939919401718, 4.615752952293232e-6, 1.6177275250211306e-7, 5.673810672580713e-9, 1.9899045057706225e-10, 6.9783955500642374e-12]; [1.6159661875431577e-11, 1.8535786676524775e-9, 4.0753549939316224e-10, 2.3102261721653307e-11, 7.822235409313796e-13, 1.706119751590169e-14, 3.3408092119039296e-16, 3.3408092119039296e-16];
30; 0.04285714285714286; -12.21262426077339; [0.17078570927270378, 0.0067893255959152205, 0.00032553838387209194, 1.6220714711472074e-5, 8.130430570200422e-7, 4.078131848933972e-8, 2.045495991567084e-9, 1.0258960376416819e-10]; [3.52939850419289e-11, 2.3719761856510765e-9, 6.462530658451251e-10, 4.998649323262542e-11, 2.135236376818589e-12, 2.1257647547204695e-14, 4.306854805018168e-15, 4.306854805018168e-15];
30; 0.05; -12.289187024041412; [0.19897161464933152, 0.010702474986798964, 0.0006931419093126281, 4.663055276815401e-5, 3.155464497818298e-6, 2.1367646512448812e-7, 1.4469040324779148e-8, 9.79702315620298e-10]; [3.915025399941123e-10, 2.426832254588883e-8, 7.280838425289787e-9, 5.989528601574102e-10, 2.776236653626721e-11, 1.9984217450128845e-12, 2.2891956205560044e-13, 2.2891956205560044e-13];
30; 0.05714285714285714; -12.377381816368622; [0.22702332726209087, 0.01584039370221802, 0.0013280673348204516, 0.00011560266515485683, 1.0120999490404147e-5, 8.866930886575877e-7, 7.768055713831893e-8, 6.804847625783038e-9]; [3.2267007501468096e-10, 6.4885006074900144e-9, 3.37037966649811e-9, 5.496950175989205e-10, 6.141958382160028e-11, 5.0224153490240255e-12, 2.06364057745646e-13, 2.06364057745646e-13];
30; 0.06428571428571428; -12.477143448289144; [0.25491875822835175, 0.022359938429795514, 0.0023610927662035867, 0.00025917724641211877, 2.862459424106045e-5, 3.1638084007318543e-6, 3.496855068418559e-7, 3.864687098298635e-8]; [1.7449266392986793e-10, 8.03395226241091e-9, 4.881886952844171e-9, 1.1261102517364995e-9, 1.5730843171593043e-10, 1.770712126953605e-11, 1.381299149420931e-12, 1.381299149420931e-12];
30; 0.07142857142857142; -12.588395450710289; [0.28263192065953396, 0.030347141516827505, 0.003916449590370432, 0.0005253132974553667, 7.08925500844935e-5, 9.574443975907731e-6, 1.2930783213228294e-6, 1.7462483708237468e-7]; [3.358470293791794e-10, 1.3199839783955048e-8, 1.1246935105091148e-8, 3.0503218166000467e-9, 5.234504772237037e-10, 3.84539138627099e-11, 1.7707650841181501e-12, 1.7707650841181501e-12];
30; 0.07857142857142857; -12.711051310325896; [0.3101381266443479, 0.039945304488082645, 0.006193307261697396, 0.000999484265379523, 0.00016235956295274185, 2.6397072459082525e-5, 4.291809012128235e-6, 6.97742911449842e-7]; [5.595543597135791e-10, 1.4762352389330697e-9, 4.099367925482705e-9, 1.5051607186659772e-9, 3.3289387553034863e-10, 5.7182220451126805e-11, 7.839193993017994e-12, 7.839193993017994e-12];
30; 0.08571428571428572; -12.845011524053524; [0.33740773340644525, 0.05119267249800786, 0.009336940493606, 0.0017726488812514936, 0.0003387847546536003, 6.480562111155694e-5, 1.2396850245630398e-5, 2.371274304325809e-6]; [2.1556823371415684e-9, 4.905030397023341e-9, 8.143246862144733e-9, 3.419164500837903e-9, 8.098986545270637e-10, 1.8759920391241763e-10, 3.1707053276211205e-11, 3.1707053276211205e-11];
30; 0.09285714285714286; -12.990164818340855; [0.3644112100287852, 0.0641692703184922, 0.013562359193964146, 0.002983906991117594, 0.00066092878743669, 0.00014652926443309313, 3.24868178729024e-5, 7.202142059189789e-6]; [7.529688490449704e-9, 9.810632734617164e-9, 2.4356420435886316e-8, 9.117144480884187e-9, 2.038091353110876e-9, 3.401213472565586e-10, 9.061702088923416e-11, 9.061702088923416e-11];
